block_number,block_timestamp,txid,input_count,output_count,in_btc,out_btc,fee_btc,outputs_btc,out_addresses,in_addresses
7309,2009-03-13 14:26:15.000000 UTC,ef135013bf0ad1768fef565249849e6c125c23a88f9705b376b55e4d9b8c4554,13,1,750,750,0,750.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,1P6KEX85cKThzRVzE3chKu7pbBguQWVrUk | 179BnMzy6rmN5dwLQSQKsW1TMtXRUEUVii | 12MTt77Vfo9rPc4qckaWy1pekMG2j6oPLg | 1FAJUTm67VFhNYnQuAihd2wJfusZQQ9ZH6 | 18AJPiNcegAw8m7UBhCRYVqqbEEoArx5Te | 13e23fxfAnDmXP6vknoN5ZxzW7E4rNHufb | 18rMLgN8HgKrJgr1yxaRNByjDiCFek1jdU | 14ceG7gRh3vnX7BySt2WbkyhVTJ6BK8E6z | 16re4c6LXg3m2KHt5xzUHCj2r7fnPRkW74 | 1C8oWxg4bPmf2gzUHsvFHMYAczDXvb6MJg | 1LBwkC5tuJry3KVHMbaPXf13aRwBNf3hxh | 1CECPFgz4fJSEndbFT1QyR8hKyt5RitL2k | 1owpW684XstANsSFEkiDZRQwULgdu39B4
7677,2009-03-16 16:40:15.000000 UTC,e6f00fa63eb6b8e812ac3c591871203cae971d480c1469fc5ce88932cd3ec26c,48,1,2400,2400,0,2400.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1Aw8BMAFgwVqXjNTGegYQdS537Y94ZSiZ1 | 17kWKNxDeBjigokSCS2eu9bHQuz6AQyKU4 | 15MMApqUm4P1ewQNRw3Hxqi94WM6PRK7Ak | 1SEtCB9gbas6hqz5yTq96K6DA4ufYdTG6 | 1CRYzVLk5Rz9HzJitxnstJiRwxqGsQb47Q | 1JwAaaVFV8mcCHMfz3jc5m7HhGDdMhtv1p | 1PZmrcFoxUs6M7meYnsdwNYCqcpbVRY18w | 1HMGgpuaTm2xoncafzyh7Miqpq1v2BCh1J | 1MaWivgH7F5aBX7zPEDLevkKQdX8RyQxEm | 1MTgoeNc1U67QHK1XaYjumx87qCf5yqLbw | 1731osaYbCCfhXn72Y6ALV87kP8f9YBPsf | 1KfL3CGSWqPNiewx2AStwtdsXTf1aVdpXR | 15qgoLqr7Q7XW75BagD4AzddYVyQjXFgok | 13WyxRzb1vsn66NUpzaxYf3oCMHWANWJxd | 1JJoNjQUdEx7dCtVoKKgkPQP6nPfnA9cdC | 183m3K9LrXBDhDirW4RA8W1nQ6eUMyCjac | 1AhK9v8ZznRaewdTQx6YHW69EdYDTpMJCb | 1HkApS25A3fmeVU5edJk211EYPusmzKFcn | 1RzcYQ6eFDTmnJAJ6eG2u5Mi5FPJhoPfK | 1Fhyq2swgsPgdsV2YzWrZwHDGyXXc2kdgh | 1Mb8JdQ3ErdcdAdGHTNGJDnSqoro4QRYrX | 1DK8i93vo4LZCzH59ycZqUvYoV6RntJbBT | 1LmFprWzS3zd8SuNHcPtHyjCnFwAUqstRw | 1AKeoA8PcDwww3F8jackggzmownC7Rqd7y | 1PzpSE34bDtMEMyL6bwX3kwQDYopAMnT5d | 19g2ozu2E9SFTSZx534oUNgRnoUbzwHSfT | 1ExoS8yPDCBzsknKsLRRA9P6xDUP8nS4xo | 19v4t5nxfyr2onR37tyKCNLfSMw1tV7nhp | 125JoG7J5ZJqNrg4mrmUgkgBi6wqVyS3nq | 153CHs9DGeXjMhf7ZDDBCC58mV243jLtC5 | 1QFEe89ECqkHzebeLcKtXmZcV5HvAQ5xSZ | 1Bwf3nVYfcCL7gM3ccv1Be27cyyZ7pZawu | 1KG81ncD2eHvJ7R3dTRgXXSCRiJfGuURSt | 14H4ngqC4HaykWaBqa6RsCSvfY2ZECoZBN | 19avmcNyrQ2VSfTnBjVqFiMPweoqg8Pn4s | 1ARHP8q7pwKsC71FKwFDfWH1esEdJLhtgo | 1MrSzS87dtgY5MkB6hh4SWPmz4kWqgGQZC | 1HeYkodpUSUknRMTZVZRVFJ3q447DD6rft | 1HkDLscmuMaAF1Nm9aQBPFpnsZgE7h5gCD | 1EAGxTV32WCF38RKXnBopvrFbi4pJcxENd | 1Pkwnv2MBP8ZbuGVx9Wpp3ai7DHqYiUrJ | 164SjeZKCEyYvt4UH9PRLftFrpA9DMcQ9p | 12YNLhpfJnpTbugCJiJoMegGXxDmQPNipC | 1FXtbBhAaLUPCpXnBNmCvUhpLL9nZLQBry | 1NJzeK37nVdYdLzhEDLcgZKzrDohKwx6gv | 17nxAvWBQbzwZXthXFww5vMfaJrY3XuZdE | 1LqVEoPPoPd4uZmrox4hCCt4HJtMk5ERZH | 1C5o3MN6a4S9Kzk3FB66mUyvTdkN4yX6vf
7939,2009-03-18 23:38:16.000000 UTC,6db50f2ea6aea1fd8a94c6ba345f51582585dd15150f65c999722f437c791422,11,1,550,550,0,550.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,15o55Tgc352rmdopstMDHQE1s5skrvkM65 | 1EhJARLpa58xZrNkmwBK3cAqbkZ8tUhhkT | 17xqo85PztCMz8PadEhXfi7n2r2CpM7AJW | 12rVs6Y3yypb9TrCY91mWZ88vaWaxRshBC | 1PK2sc3acUyXcoUCUDDKck6Nrq8L4kE8gk | 1Jaw5ZgXH9eQEUFRsBvV4r9HK6ayXB1uu2 | 16Sbt34KYrPPHLAJttTLfYKHDyStD7FJG9 | 1F4f6kgKm84DdG5a2FsjgUvpAxDmGaQmR9 | 16dx8wzF2D7SYRhR2bzkzeepDSU2RW3w3q | 1CFf1ShZSLpKi3f7SkR8DSrYty4h9XkTH3 | 1HB4s6LYddQVNQHkhfgcSCNhN47PBbztPA
7939,2009-03-18 23:38:16.000000 UTC,823530fc97725a01ba9a7de47ce683b5800e94dc63be84fb35e3bd383de98436,3,1,150,150,0,150.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,15fgF9LywYyxHrjCjcjLjL4vXK8AhCMHAG | 16iRWj73m3wN788iLRwEnUkMtP8p8p6wkC | 1DdtAffwNSQEQHTvmY2iMiy1G1wpqWao1n
8143,2009-03-20 16:52:33.000000 UTC,b9f64cc44346ac649c21e40e5942a1d196062a285733907f9a1faad453d5556f,12,1,600,600,0,600.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1HHWuFt64YhDC9dh6oJHAH8yQQKymCQXR9 | 1CGP2F5Shzh4eUB227MgsE4hZpBcvGvWxy | 1KZcDxvsTyYSfGFLQ4qpJqd51WemA9Dvvk | 1K3rnNatNMw1PJEjcfo3eurSqpkAbgsQAL | 181cDGS7YfTSc28kLbF9n6E6rUQYn69wiS | 1Ph44pRxBJ8hvzaQ46gkqN3snQuSesPDnA | 1CojRE1HNnoJ22nY5DUxcEEkugaDW15Qo6 | 1G1ZSy9hPHcEVoUxYzhkRPBkXwe96xAa6u | 1DPHP772k4NcyC5oeu62Tqhs4F7X29Vbkf | 1GpkycMVhYdqL5KiJQJzP94EdJfx7z7Nqz | 1u6riBDy1V3uff5ecLLCzHYadQqmgtSx9 | 1AdssLB2qak9Vi45oZwJRA18suvPVzyMvL
8315,2009-03-22 16:31:22.000000 UTC,68efb6a6217892baf3a7cf03cbfd3b31038f1f79db649a12b7516c8e7da81064,6,1,300,300,0,300.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,16AMPEZRUzqqr8SmUqWaykfihrt4vWAqfb | 1GxiWc7y25E4DoFyiCRa8sPHVCNSgDiZ8 | 1N8aRF9RZQ6ZrSCnrQCaJwEnSGxqRqToSi | 1JHgtd1DQaVgvdXbbd4Ko4TVpxgVu4wncs | 1NrKjkof6CvFvDgeio3mie62DBHMumiuMD | 1GFmAHTChrgtoxsLbYxnr6csw3vr1S3iBV
8315,2009-03-22 16:31:22.000000 UTC,9f705d7fae30b1fe3d5855447d4e01d7b13c1edcfa2483d739fbebbcdd0475a1,5,1,250,250,0,250.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,14caFiBvCDsHFZEFLCg21GfiNdDLQ75Xud | 1BbKNNU73TPDfEgyPy6KMJACtTUZR3af22 | 1H8HegRbLdkhTfnpvbhY5FFjjBwUWn8fDK | 1GaZbjmYjiYHJZ1asxAsMu8LNjzHAghKhm | 14ePDxfEeLanjaWoWa7ro7JrupigmC3sC9
8775,2009-03-26 15:21:42.000000 UTC,02158bebe1f72393a771fd39f950308ed93693d0b976f92c777677874764859a,28,1,1400,1400,0,1400.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,16d3tu3fupnSpeUMYRA34YDmz3gm2WJiQz | 1KmozGgy44XxzcPZzTH7ntM1SLiiat1EaW | 1JEsYUAkzEM5F2zXnKaVfdorYPpYsy7nco | 1AHZEGgjXUA1dGrd86RHHuwSR6hGAzo5Y8 | 1Kbem3ecwFgPo7E8mgnZskGTt6cXn6bwpu | 1C7sTQtcJSqww1vcMNByPCzN6YMohpfV9J | 1GPKTtWRAj2TNNyxwNq5pCEuJGLCcXoHW8 | 16Tq7i7HRyDPQHnxDhbZ767Nj8mu62nd9P | 1HxtJPYJ7J1hwE2ps6DtnarcD8MNsggNUv | 18YfA72fh1G3tHRxu35evnRNuSdFM1eTH9 | 1Ga3Nkq9cUDSQqbZ2MMa69g8Ejxdkwusr2 | 13d6DcfvKGTh9E8vcbtaJKDnpoZ965YKmA | 17C3y2FEjfWypcx1txhsZrMYcdgxH17eyv | 1MeK8nXqBGyexBXNJ4FHz519TMTrV1qXb2 | 1KKng5GEQviJuNdKVwiuwLCXbdAaWtP1sV | 1CTk2vx8rKoFFSV4V3XAK7UTbssKzdKVFe | 1ArgkBcDwiFgyh4yCnhrWL79DzwZmBK68r | 1EnXqjLU5isdZnb4EaUXHmwKzEHzqBNnF8 | 1HCeFuUmWdAxPL19HC9usECkahQneoQPNo | 1BLiSSPmWt7pKbkxB6kHcM1HVhnr5unTNB | 1Nnjh1J36H8McMzgSDQHkme8kywCisL8h6 | 1MqsEnrHdptQBvtnAiEL4Nsy4coSGjtShq | 12YtzoFAu3RDeV3sp6WSWLLJZQn39QsRQ6 | 1795eTNVscijAj7wsRhxrDu5jmwS2XnDeW | 1HTd3Q488BcrAwx7jDdDcpcyHj5nJ6z8Gz | 1BR44snus3SxtXiEivNhar79jeVLH7cq14 | 18DVe6qz8ZLaKxeKDPpZKw4w87q7eEnUxY | 1Ha4iKXvp1Zh4CT9sry1LpdRX3HBm1C24J
9006,2009-03-28 16:06:49.000000 UTC,2c652b0f8b810d4b94082035e910b552a1dbb73bfa8a3c28406fa3d7a0528da7,1,1,50,50,0,50.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,1JF8KCuSB9BGNVrSpjp8752w6f2RcD2qPz
9006,2009-03-28 16:06:49.000000 UTC,54204ff07aecf7fc09e567c2333544dbb7054b31547b227e1bf74fbcdbca28da,16,1,800,800,0,800.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,14uTer5n9RTEDBnnsqiMdkrV8Wa8qePfFq | 1GT1BcBH4CeFFaqV8kzzwBL88tWSigYYto | 1LuUaBqNDC1PGarwH4rCDKJjfVmaryycMF | 1EViizXKt5EcbfmoudrSGqhRsuzeVfEj1G | 1BHJ8AVzM21pcKeEUzcV8WCjU5PUYfPdJQ | 1Pgn7bVXFEJKYVmk8ACTuJxMaRzSfAXFrr | 1Q4aJUoShWDQSGiryGiFmN8xmgFzb9Yp43 | 1LnwtynrPZKZrLfMHatGk7WcEhwGPfqYXq | 1Bm55PiCwoKMzeW1wYsjvzGZZHr8dWiQUD | 17jiJsoeWUW6zX3CwAnrXXoeThugvVUcgz | 1APh41X1g1yTuoC2gqKeivCamAtG3MjZsz | 1JfkUrV1kWtpb3RTftBULzkdqv2CLsERAF | 1LffD6E1xmrxAch1oVCZVmknuV2Np4zfRb | 1FQZn6paUWGDX9CJP284VNKquXHnaSXZhw | 15CzUuMKY9wBi8smyxUJbMV9188XWrTKsj | 1JEJ6tb1wf5PJxmJih7f7gqVVibFtvH9AJ
9006,2009-03-28 16:06:49.000000 UTC,d65723c12834c33063efcfbc7deb0c4791558d432fbe9c1c51f8b718060be583,3,1,150,150,0,150.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,1BM9J3EB35qc47b76qaF3xKZPevPaDwMDd | 16kUCCZq6Rm73vLUPqnyww5hyhBjukM8Kz | 18GTbjRF7jGt9wsakUa2EQGsAVJVZoLp81
9354,2009-03-31 15:46:29.000000 UTC,85b6f48c8e10d8e1df4c5e3b64f6209d6bd8a3ad0af7e369c0d50a9f11c58d8d,32,1,1600,1600,0,1600.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1FZwCoA5Sf6ASZjVQhBZZni1baX817qqKR | 1L4qDYxUv6KatGuauZYfHZ89AznLdDTvaM | 15xc5vSSPFzKawKuEPZuNb4a65ZM8M3NUZ | 1B9RFRQgASmJXsNKDSd5Bae8KFUjCHUHWP | 12rqpYCL3hoX8a5P9ucdQcnbc5JniqH69W | 1KuydsZxvazHcYhcMbBx2bzcNM8P2wqjCT | 1FfoDKC9dYxSp3A25PjuFcnDNQ9hf6mst5 | 1AtMUUQkLqcBKChQMEdqrwgV3RqafQcusm | 1LSRu7qsr2XWvbHKjL7EGtD5qYfKJ9UEdh | 1KeMc3xj88Kn3zTJeimyWX4Xb3x7f2nn57 | 1AZ7bPNni7EtoYW8SszrnKQDYgQSDwHFZ5 | 1JkA6LspktUAYB59s4t71fDDSqp4kYLw6P | 19GYuexwn72fxaFFj59sSZfCVyicgFVPNn | 16VK6eXjc5uWRfpuVFoQVma3HW9RjEq23z | 19mij3FNdLkkMLESq8DXpPQ28KZ55sf6rg | 1Ps31U24sJ8j7YnND2UCnBmn1h2etqE6kd | 1jtXN5bWRBBX7gC1bcSpUTudAT7G8u7Wd | 17JX1hpXBNrJiwhNdHqvpZxdkooyap94hK | 1AeeKQ194esGLA4GjhyexcubE4cxooUC5B | 1A7ZEYLTKtmJ1Vmo5o6YdS7dnzNKsx8U7G | 1317NgcmZKVEQ9EbsntabLyDiZn8Uyis4b | 16HJWkkwsi7hvUXEj4jrct8mxbKJQuYbpD | 12iXGm1K65JzhLoiARaozTHmgrf2ShecjU | 18FanWHhdsHXYyoL7zyzV7zWhEnynsg41U | 1YgwN1ZG3yvkeN6HYNGLbqkWzDcKT6HtR | 19eVNQeqcgyaznTaUkkNrd8649VASMxsQH | 1HJ3T1Ewqss2GKMfyk22zXGoFt7n4c6TBB | 1GsA8fMqX7AcXuXjvmyMMDBHEWXHwD5yfQ | 1Apogsw3ne1uyccG5EGiraTL6y12KTYQcn | 1F9C6XvdF5yWCnizqxNa6h96r3npJTLn5k | 1G2qyVU6dYm4i4YHBKj2PjwhhpPpuhcNU6 | 14VUQZESW6Udz9aVxgwhxz1QeV4HT5biEG
9962,2009-04-05 20:43:36.000000 UTC,146fbdc9a5bf4800b83d1e0b7022d6e554f93143f10f09600b4e55f879d472bd,2,1,100,100,0,100.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,1u8BxzeQiC6x1tYdPxK1i8thUhRYRXbrb | 14P9Bj4cMj5MxPLk5AqXi9F66DmxtnT8ec
9962,2009-04-05 20:43:36.000000 UTC,7eca6143f94eb7beac2a23506bc3ff0adaa0c9c9aeec71d7022e9b31f661c984,15,1,750,750,0,750.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,1D1CcFSYy24jS69NHsaDBMuAn2gN8zqbv8 | 1L7Bv1vrzcdsYZZwCxqKNx5GHcLWRYkaM7 | 1CGZgKK4e15fTD6zi9S6qu7Yy3UERGbVE1 | 1DwV969FbHcsTPbKjzGH3fAUVCN3x43kTG | 1MBEnZ9Vx2UX5PjGm9VYbeg6vWz65FBiZR | 19JLPk7DPuJqHBA2j4UCMwpgWDkwfUwL2M | 1DMgKZ6WvxKNM6kntTKZeWXejHvNm9XmPo | 1BtvdSfPQ6Loj6yvZQBWk28dmi6Nb9A8kJ | 16x9xnP2fDSN7h61XNLQVEmw2txp2mDZSe | 1Ctso625ksoobGnQCWGzFNgvi3qe1mCEqj | 1KASBVn39iwE8h5WEUJbmjvViPbz1ZW1zh | 1B939jbcHG4zF5RjXHhwMRyK2T7v3wvbaM | 1MU6maEWWkELvk9GQ1i2mXgow9Z9Bmurmi | 1B72gYHoGVoFfqiDRGL2V5jdz1Svqtd43e | 1FHRKL9w7aAudy1QB19RbsuzeGeUQQkCLw
10570,2009-04-11 14:04:22.000000 UTC,1159caa72f2eb97637dbd3c4e600eb3d408a5db0a64b2a80cd31b29c49f1ccbf,7,1,350,350,0,350.00000000,15iCCQJESxcN9wujqVvMFgw8mzcSeBRYdn,18ce6giXGZcvu9dfky9ML35vo54CoacfG2 | 1aCs7iRLdu89ZJikC8oYtF2h9VGL7ar8n | 1EBB8BEiQqSd1mgTccmoze9nQExju8PtrD | 1LPFi84fcxAuU97pXdivfZJcNX4mwXvotT | 14zQnzjFZaPGU6S6MjANQFMn5qghwU5Gi3 | 176bEDyMgXDshDrWgbGdZoFvtExYwHyEYg | 13T24MgB26iyjmdpJR2fSzUBuRuTEGfLpu
10712,2009-04-12 19:46:57.000000 UTC,00eff263871e6d44abed66d90abb10d5a211441668511dba3146e380360efe4b,6,1,300,300,0,300.00000000,198QHn2aBkWAJupYw4eNoh7CnuhY5Rhnr8,1B9sRKPE11NojH75cP7KTcK4uqeJNWcgWQ | 1NTMhoec2ywwiKdL3BQgTjS3eL7aaP5wjw | 1BdzkL99PXGkXWpnMjcfTXpkrEjLDXC3cG | 1FhwiEogvsQ5daGquMZGL5vJjVTp3NzdYh | 1PbcwNcCTQz5FzkQST8MnZzJD3uhKRiiNJ | 17DqoNVrYxux2DK59RmqRm3s4Bga5AcKKq
10725,2009-04-12 22:02:57.000000 UTC,7153d47e65e432f132110695152add3fd22c9d42940ec524102562b9caa14201,2,1,650,650,0,650.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,198QHn2aBkWAJupYw4eNoh7CnuhY5Rhnr8 | 15iCCQJESxcN9wujqVvMFgw8mzcSeBRYdn
10792,2009-04-13 11:24:15.000000 UTC,ad511d71762f4123df227e2e048672c4df8cc2ac056ee37f52ff33085b2a2c47,1,2,50,50,0,10.00000000 | 40.00000000,1PggUtDMmJNwDnCnhAH2pg7ZTiZtMvB4Dg | 158FEew6VXNkDmEaYEtQanWnD7qBXt8h2J,158FEew6VXNkDmEaYEtQanWnD7qBXt8h2J
11395,2009-04-18 13:08:22.000000 UTC,ed7eec75f884fbc0539178fb16b4101f6619ee875efca7cda4a2058268f88514,1,2,50,50,0,32.51000000 | 17.49000000,1PhUXucRd8FzQved2KGK3g1eKfTHPGjgFu | 151FzoGsL4XiswSCpMBmii41WL9b6uweNg,151FzoGsL4XiswSCpMBmii41WL9b6uweNg
11408,2009-04-18 15:55:19.000000 UTC,6a679898780f5d99f0ffa12573b855e0dc470956406eb8b82690b688fa19200f,1,1,32.51,32.51,0,32.51000000,1JuEjh9znXwqsy5RrnKqgzqY4Ldg7rnj5n,1PhUXucRd8FzQved2KGK3g1eKfTHPGjgFu
11408,2009-04-18 15:55:19.000000 UTC,ea84d39ef6f7b3b23fbf899e11a9bb18478a19413579a69f3005359da7a62c49,1,1,50,50,0,50.00000000,1JuEjh9znXwqsy5RrnKqgzqY4Ldg7rnj5n,1AfRNhdvL5zYL1FTxM9mHyYnHuHK4TpLYh
11426,2009-04-18 19:34:27.000000 UTC,2c230fa752edc2291e7b1d77deaaaaff907ef07f1d8f4fc879c77096e763b17f,1,1,50,50,0,50.00000000,1PhUXucRd8FzQved2KGK3g1eKfTHPGjgFu,16LukCKiiraP5iDT8X4ZgDGufq7L4dtg6o
11516,2009-04-19 14:06:06.000000 UTC,57121ac508ec5a322a7565e778322247f858f2126397357d96bbafb921d50064,8,1,400,400,0,400.00000000,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,14SZxRJCXYwuxNuagNgebnsA12cDW9kcwG | 18gKjroVSFm6C1jxBTPuTjgzg9W8hbryDg | 1MbgLVfEouFKJDfghfEyphSVKHfzeDZdo4 | 1H2qVo6guZWS6wekfVZGDjasURMx1Xig81 | 16Epwk2AXYiMdyJoPHHHXMrcaUQ5Nauxyw | 16GC23pD6gwCzMi9xkqLRmWPsSMTv46rWk | 1Q2ctxZKhrcF2WnEyWDCTEbUXdEoqFmM3Z | 14VnW3G8Sw4VRb4BNJDPigfe7zqrnjW7iX
11592,2009-04-20 04:38:21.000000 UTC,3ccc30911174b65042d33b95c0a2ce4954f78e5ca8fbf3f4ba17cbbc3ecab9de,45,1,2250,2250,0,2250.00000000,1N6cJEdLm7KSg1jRXTYKv7iYkRtzFLKNDH,1JQ7LBLSAGWaUpMgAnMNuzegKAaukp3s5h | 1er72XuzRcMypXq9AANshZgef4V62XBhA | 168kYW8797saCLUxT9dvGsRXMyVhb8XPaw | 1gYoZoxmbgrSBktfYdjWmFVqEMLfhQycc | 1DRZyiWv9HttX6yKsFwvQSQ9NHpiEW3X3e | 15ASvbobJvnDeEsokvxdP3UHx2Cap4uoDq | 14PXq52Rww877nawZ3LPvKQGjwZtjHTEZG | 14628f7bHRkoTsJUGcBjt2ujMPvXuxwkBt | 1AQUVLBmDDezU2GJEjcXSxSrtFoXh51Ymy | 16x9oC81whSgpSte8g6eEDG1ZZyDT8UViV | 17QUs64EKVZ2TtDQxEaZiDoFtm9i2dqdxY | 14bhpmp9kfGzDWHrHoPeoEfYTcxgpyEdmj | 1BTtVL8LLZ81KUShnErAAe1cNnaeXuwG3P | 12aGihPtdiWiwEESwCg53XC4CNDNN3rjSV | 1Ai2SCXzvgRhA8KAYoPM6hsp5fQ9FthVcG | 1NcxCXfdXQmReoMY1wdgFdLiTiszeeZUye | 1FTa1uqLpkjrKZNnbbsQE9nZDHuv5DkBCv | 1PVFyhBXiM1ztZkt7yyMv7RoTPKfJEd2nd | 1GXMJNDWxuF6E3SW9jY77B9WGwLFHcq2he | 1MA1c4tDYMmNqCNZSdDeBmbayoHfKxmjWF | 1EaUdGb3Z8Q6yWFQahxpn11LBWXdUCcNEN | 15pXzn2VFcDqU2q5pXDQ6RUjhpgZYzeGF7 | 182tuxLGo8s4ECFuxqfNaPkoM6nx2CAx1a | 1K7zbpUhpqYrx1HULERSQP8j5pqRrsLD7V | 1F81taosVTgyUyUCEegw9ScU2LYjxBFSBp | 1e1ugB1hvU6ooUD3rZ2GbwhMpAx4N7EsL | 1M3K2sHHhUFpeWCGYspBkXkCgcgSoh8erJ | 125wg1fzWdTJrMukzaPE75TiLrj5fAcT4Y | 1KjCc131GZGMh3VUbKh6VP8KR13rQXrSUY | 14e86yoS6eN2vXy9LnXpQ7uK1MU6fSbuw1 | 1Q6TZEUZhdG9KyxMuXTwo8cWwekqQDM3no | 1JwwV765SBy5sL8gwopECLKaCrt63medzg | 13srrqntwu6yeJuUvhD1A8WTnTCcrjRZm7 | 15723deGfmfkXaLF6Fu5zmBHxbzj21BS8j | 12ai8cqEv81yAmgG1Gq7W17GaJ54oU499k | 1EYXoa5VKDzqFtEVFsYGGxgp15PrDhyz4N | 1Ahh8yH564PZY7nBYDUXLWNf8aUrdwAFo | 152G72VKB7xdWw536WymocuzbabeEaGzBM | 136s9G2kLtvAvfYkTyBr9NvMXdqbocEuJ9 | 1CHS6BzuJeDQeYjscY2P8GnraeAWpvNJeD | 19YdCbsRUPLzuetmVLqJXnHoH5izyt1js1 | 14JGBme6cycXVuYHrfSsfAJbey5wfYukAv | 1Ht5RkUR8TbEDzX7iExsHUYRQ6qQPveqxN | 14WN4DgG2aqvp965p5Cn1rUn6RFFwuh47t | 1CbFHg9LQxW7aWmaDv15hyQmNCFz2f81ae
