block_number,block_timestamp,txid,input_count,output_count,in_btc,out_btc,fee_btc,outputs_btc,out_addresses,in_addresses
22407,2009-09-07 15:45:23.000000 UTC,896e7774cc4f7aa65fa3736c6d0d91a1bccdb4c2a3fb78007830c68439da10dc,13,1,650,650,0,650.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,17oJo6L9i7mHwQoogmPCuaya7dwEQJ93eE | 1MrJ3AMFJ9zvsKSPBS7cynfYPhtjhpxrZm | 1KLq5AAczzByEd3b7sj1pqPYCaqRzab7tY | 1KTvhrgzWNQapws39rS7WBsr3jSBGafCAF | 183Z7Z9LQDPzeE8eY6cZB7V7Ga8PSVf1Sy | 1AoAVV7PRCAdRZHbq9M9FJzbMvQNdrBb6t | 1NBhZoo8WhUnYLyanAnb6rRMhRUPkyCsu5 | 1A2B6Q3ng2Y8iyGPzk8BnAX5bxyLrt4zxj | 1JHj4y9tBBidHYrFSAkjFLSd3hSweL2Nsw | 12Zdng1cPNs4ci5nZToDJhu3ME6wvWXRvn | 14D43SWxsF2ckxAk71ugurwLQxeNx8biJ6 | 15RdxXEe8RFkGYFpDcFXTzoP2PXuB4rqnb | 1HtttHSiFfHjTfXTK7Bhzmy7AwoE1aDZMT
22993,2009-09-16 15:17:29.000000 UTC,eb0e2029310edade8e2a034aea4f0c4a1e243fe2dce67d05f95fddb7ac11bfbe,1,1,1,1,0,1.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,12yrUmFBpsoh9CrV38LyxsAtJ4Y7ymNJ7y
23079,2009-09-17 16:10:30.000000 UTC,9fc9f9ac9c516925f0cac51323e626af63fcfee74e0bce9a4be612de9cc1e201,101,2,5050,5049.88,0.12,5000.00000000 | 49.88000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv | 16VkpmfxEWKxgFsCbGmLKRLD8ARrAXnr3g,16VkpmfxEWKxgFsCbGmLKRLD8ARrAXnr3g | 1EwLpUNbfnMbcwDUqNV529DJ2qkpuAQm32 | 134JkBzsZk952EZgLD2ffTcZtsHwDjjptS | 133voqWd9qyUyfQpXmiWxW1VJh6e8izvFK | 162yvTmukjcPNCYDBvz6WjturWDgEU7m4p | 1ABeBY9xruTGhpNKDgC9tS3PEM8trg1Pz | 1GQkijUmoNsiVQbREjKe4JHFF4E2NdEsGz | 1NLZLwLQGEYDz9q3LhpSxQBTGfxfEhTxX8 | 1GdYDkHUHvhxobvZcSe9VcmYSHgyrNxVcD | 1CD9dpnohc1wpxTkKhXwaM1kSa8VUzkHkC | 1LuDaP9espGfQWzvrHDPuXCgQoKUhgd1Qr | 1GtGupaufXWF5vjvcfFBsp2fFPmN8sg12N | 1NV7Gn6q1c8kUVFcEiS32xW7GdkHRkkfJb | 143CXfMMA6Maf1QjW6c3WiX7WcW883rWcD | 16Eio45bqhsdJfGfyDKymdnsFroyh7LMWM | 19AonDg3M7gYigwYz8yqaQErcW9npGMx6Z | 19bzXNcLKMAMRggWqXHHdLBBohc52CQVoR | 15whFgUAWbBuS72Yqx7UEsojyBypKr3fGt | 1GPHHgCYXd56VpmGujuhhu1Ef48z9oJCM | 1CvXEsM47neQnSvG7bdSpZUHHEeY9TmdvH | 1AKyEYZDwiWpZWdaYgTxAVj1pvdc6SeeHd | 16X9mrJFt5Wv1P47Q1S1gcbXMTGqXdWu3t | 1Ltzk7Uz9bhpxFxXTdofSzcn1TTxrqLCMo | 1GL5n8zwDnx7PevxZuHB6wf4BEZSr2HW3k | 1PUDw4uWS9m6hDccdCvDHQwmmioksmdPVS | 1Aks4qB4mKndAG8vbtSs3FRexaekYXr8Rh | 1BK6cYRxCkBDai7KHXu32MXDbVbVhUpz8o | 1L7WsscMzf1bVTxPmjqyEF5LixT8YG5Nq1 | 12aaqYgwqszhVCj3ujF5KzR4XLLgxpWjET | 1PDwLB3YbW4NzbRp5DFknjNNFQPrfKJz5s | 1FzasxGBzPXPwP4ZdCE3XtVxnjrFZEAVUx | 1H5iUL4sjFYj4HEbPLdGYiW7Y4VArR4QYS | 1Lxp8sQm2DE2HYsYCX7tB4Fx6qx3Hwi99u | 1MA4SN8t9oqGtt6bkk5sViW89pjakctQXp | 1DKFsKVJMpXdL48s2wERWiFLUxY1pipao3 | 141GFvE8GJ1vev9e1hpwFQwvzGAi4CRyG3 | 1NmJHTJMjziwrPZdJknDfAoUWh8fqW1Xsk | 1HsS1yuzf9HShMv4VBTF668L5RF2eyK76X | 1Hj6xso8RVPFarWkw6sRoevoG4SGz5MERn | 18mZWK1d7j9HtarwFhqWf72fnNUa2vkqtC | 1BsyZg733AJsoKRrD4KjqArypRrZtT7ZSD | 1NwqX7WmdwnDyadQH8nW2q32ddZSzHumMZ | 1FhheZJ8d6FBH5GZpKxxdPpuaPXKBf92Qw | 1EL3HxxwWhfrgtkgWoLJHuvqjPoe1HU7cN | 1Nqdx6BT4E5goHCDy4EukBNbtY28yhNHT5 | 15ZtjhB6a84cgxJGSMGXeajND6QqrsrRzH | 1Ksxn8DkpFUNapaHNkMtS4dyTH9UPZj7GF | 1G7VWHV5wt5H1Bry2w5wgA9hbKaBN7xqUb | 127DSno9jitWqaKhVzm1ca1tkSijzRoCP1 | 16WCxHyNAiBDUXTvhG3UwnDuQe3kz3qWWk | 1FcCLgVHmncbqE71bdEUAvq6YBzvJDGu3P | 14e6aJ8Bh3CRMJ8X3nXtzRjsaiJKFXdu9Z | 1CrruBeXy8wsRosuwnKiqZZqeyzCviZn7A | 12MBCodtrM8FmifDjLThcLRR9kx9hLGVxY | 1HqpL8cFiQmrPZqnxi2uurSFjtsBio1nGg | 1KUgjRjJToZGaTP6GwKayXzyCLgkkRezpH | 12cEnUv8zMF1KfcSWEBNzr7JBSb9243qkc | 174F7sv5ecpbVGAYRpxdgNKqY6wBGRCV3Z | 1N1iLNq8LNCGSfzn5ZXNJtmsV1eD3qKzQg | 1C9fWjfhe6oUa2GDkN8kf8ziKjDDN8WmcH | 16UvNSzYRtAE7EZPi6duzhHEASuXa8aQA5 | 135jAZKXPk89PDbe8Cqe9firqUkycnVcTC | 1MLmxu6Kr6usSbLND8ifdb9vJdvkY6K3nq | 1Eb6WtWgfdUzQkMkiSwjzaikAP9RZJgRAj | 1DFagqQe1hVsxeTQatAKYMUTmy4xD19sVw | 1ATRoi8GoGGJyKab8Xody5VhNCpbgrpipk | 1M6pAdwgiqwhS2B6TdhEur45G9SX1H54J4 | 15UejtDLGLYfDeNJjVSd9Kx8HnRNm3q64c | 1AYmPSRK3zubkUtGBrXRqMYz1krCeprBcz | 1GSjZkPRKpbGZDbpaQWVFwSEpEEe9tC2cY | 15LCDZCqGUk44Vf6dA6nJvv22dWVQCKM2w | 1KLfhF1tUnrPMSCJSuxNKNLRr7puqcsg6Y | 18ZrkRfLTpC8CcQTHvDGTnx884vfFB8g7u | 1LVPrvEPNPximJJDauYLDHQzwCR7wsNwfu | 16DkKfknSbe8MLYHDQcXXG3DJxwC3bEF8i | 1Bv1GcUbEfBw48isfyuzWs3tL2e72uNajL | 1MVNMKUBtVGwewJ791dxg8PJnzk7tRud3t | 1QJZCKcN7pjjb4opmuAZdzkamrcqhwvzPU | 1PAjTjKx3kzcadxxpnjASP3xQLyNXLm6Y7 | 1McFhcp9pNCypagoB8Epappecf3HAjdYXA | 19HbMQ6tUHT3MYMKdjfuibQUBxe2hRzwY | 1EXCDDTKzhP8gXdSy1MXQWLz4ZdUrWZEpd | 13GZtJs8mmdUW94GNUjiyhWD9Bfz8huqz5 | 17p2UxfYYPZcP4djLH3sdXj1sVBvUJFP2y | 1GiB7ooakawTaPQucW6MDne5RnLxYLsMia | 1JwgE9qtGfEMHFCZPQtNCtyvNUsEuGGkmp | 1MQTPonwoT8x2p5KfTwzqoKn7H1FveVJAf | 1HhPzCzbSSTQDgxuBe6zVrbU4Jq1n8JZW3 | 1HPtrB1HC5yYc4a9ttbx3jLoHYBH6NdgkK | 1Lim7vQqQAWkWq9xU6fDD5B6y1iXCcEmbX | 15bcpWmBz7udaz6oRsc1At57zHwPMLhjT8 | 162D2NJpoET6Wy8UVgNNrqzEYdxf2LSSpJ | 1BLACUZ9urg841pQM5Edz2MtjfEwKyWSrF | 1FMDfi1JFtssP9BRMnoFKELL4JTPaWnDmP | 1E8wV3tG7kFTx3HE9opBcQKY88pQzXegak | 1GYf1JW4cUPMgG5YcJiMysqoyKm4TuX2jU | 1DdEi47TzFQNePi7Cq3FZkc5vs5AESLLMw | 1LkwbpspqpH4KdphU7SzT4Zkekgr7cee19 | 1Puk53JXKXTF3Jn4zm5cUqyjrDbddjUKZL | 147Yn1eB3ffVQeVxx4H96hur8HUGuehBQM | 14WpzsYfLZuLbLpkdVaJ5fJyaHbvquQ6Si
23393,2009-09-21 19:13:19.000000 UTC,831525b6cc45326dd170a26d7f8553dc70780736e30f525840dfa1175337f59d,8,1,400,400,0,400.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,1PSN6QWCcsLwHB3ZkBZt9KakK5k9zEuc9n | 1A6ha9721HfbujaRRAEQZ4bz7Knynhpz5x | 15L9rHKimfPfX8MgHrhGPKqiwC9dsg65N4 | 1PTqdjMAHpHg6g6Zk3WdRAS6TyqiwfVAnk | 1MyEmfCgjwv6Dw9wK7EVCW12JFbRrwSJCd | 15AfhEoSqz6c9yFMHh5zZkctcCErDAGyDD | 17wpRPd4M3qB8v7kyVJpg7yggs1toAymxm | 1LTqGjvRgTRkVZMfethWTuSPcr3QkvdkjW
23427,2009-09-22 20:51:24.000000 UTC,717a9f02d6bafa69f0119b7f87dab7cb697d6f30979cc72ba8d99827e8ce7d6f,40,1,2000,2000,0,2000.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1DjN9iSVmqMT27VvEu3qs5ZoymUmPENqXK | 1DtkVM3Euz8KJ3hGiMaMWHds9BxnXn935F | 1KTqr1X6bZGasEWxCJTNyi4rnK7cKt2okz | 17EGkGyi6cQWJESYa7WWXN7Kvstz2ScueT | 1PmDM8NYRXTTw1mCQSLgSv6WAHhxMoDZvR | 15YKx8RtbZmQzaHF2A2ae7jPdFzUHQW8BK | 1Pxt3fAhLFCpXLt6W4kXvYceRKVJUhLERV | 1M1NccARcoexrMDHjGAVeqM7M6zvt9Qq82 | 1EsnqjL5nZNbSuVMcDwFj9yxFBHktPx7ah | 1Fk63CzaUsXHeSXuyYADFKyd6r4Bmsmrn6 | 17UStMGLUJYAwc5LSrwoeJvMueQzhPgoYT | 1DCf4SsyYWJKVG7p8MP1jZt8s3W3FHLg6n | 1JbX4Bq4t4r3rW9KXVFTwD2UNVgEu6XeJa | 1KK66R8hfxUkUktm8HfmH1K8XcDGWQ6yKq | 1BfdgTrUXr5NUu3eCkdgV9oU2sxqM4qxU3 | 18tGD4n5DedF74J1m1KNaCmYrVxemUwgED | 1MLoZpmnMy5eJZj3qpaFTpZ5mUQ5oQBL3p | 1KEVuTWmEjGCmj5hLwqF7GBRrYszdUq2D4 | 112KgukeEvq14Znf15VbFV1nRwdaayGLjD | 1Aw6bfo2Mcpg3CaJSaapuVyd8hsa3DkMbW | 1LSsVafj9JkudZk5XNaZmeJtA5XchsbsE9 | 1MuLbYXS77PRGiNyJAe36kQ8qRBz3yb1ZE | 1PBqVAj1sn6avTyZTm2nRd2BiXYK8ZVydW | 1GHCxA9ohm25Mhzpz7szeJfaSDEkuk8AqR | 1EsK8ty5pjzrcXxM1gc1GCb77AH41shGCt | 17vE5mZBipqgYo2rbRUJHpefgEP3d3oy4z | 1NkpvqyFJAKiYuvnxm7ePMHzCAgpZmX3Yr | 1FssgX9DBVd6aTyXTzGoQ88MyfSutNoYm3 | 1Fv4zT41n9fTPARssrkCd67ZgXWykrJXhc | 1PXh3yG9ULLcZu4GMhMxApgn4Dx8RZE91V | 1Efqk5W6kC1t72HfjvnuQvPp1EWEAqus7d | 17qkmfdc9Pxr5YDdLiesEa2qS6YWDR3ZAc | 1CTXQrxLTK4opGvBY4mB5TyFBuCqLXgnD4 | 1DYjcphEWZTAmdAHyTSs7GDDH2tNqY8WHj | 1DUmazqTChjPooe4LPNRuPJrXEMf8cEskT | 1PFTQr9DQnW5bRackr6eb8vekUnWUfM2s5 | 1C6MqzCF4193jqxXyR3DJXRPwhGeGrEzns | 1Bpx4ppJzLguDHftJv8NaDZNauvRLugmGb | 1Btr7qE6imcX75cvmPq3hNYLZH5wUrp7Z7 | 1CRV3cbyw9seKyM6hE5t7WNYD4YH1wCv16
23625,2009-09-25 15:56:38.000000 UTC,315f41f6ca3bf76938bc7a1f28ae1c77ecc8a64d0a0d37476ed7f9e706947765,20,1,1000,1000,0,1000.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1KaJXr6urCCxmtDh7ToKGGSiJzbQ6eraFQ | 132fBzTVYy8vhrMAFPF7iRy3nDjVzins75 | 19kuYR7tdsaQmSKMHi7AUS9ovXsqX16hDJ | 1DHzQdMccwUBZfjwg6oukVU5XT9G14U4Yt | 1KQwdiW4bQ6hrNF7TFh7JzP4jsKeBvGW2T | 14zu49AtRzubF2psgwQodpbPsrzRZGbeyE | 1652AiiygdfZUkxNSi3RgirYVhQhf7rSZZ | 13vxTKg2xqGt2oChWR8q7sJxD7XWMCw5W6 | 13D9jioD6EY5FjAogEoquHsyn9RwDnwYiz | 16JWeahm3oLFSheR8x2hiuYyHCiyAjD3GX | 1D6wg47wa1LS1oaZ14osPMTBXMBYxNYnH5 | 1469yjFHrt8CSz2Xju7Y16cXKqLCUhimaH | 1Ehtk4aTaJjYMcpts5GDVuAjmFrp3XGhkT | 1MASBtpDJDPM6nnj7to6WmU6CyrQwyiGvM | 14uCV1cN98ujnadG3epDtwVmRhrumjzKf1 | 165ZwFCB1efq3NRnDdWscGhCxPZGdZGrAH | 1GvZ5p4fk7jBjdanKZ7zydcq1SDL3ASxwP | 17Dt7kxNnVorHuY9p1fU7sB9bfq7jXsAha | 1LCoqoZS1vNyEpihsYb6LeHhNA5sy45RT9 | 12sgE7XZpgAwGvw7XJrQRZQfoYhdwzNSR5
23633,2009-09-25 18:03:43.000000 UTC,a2ccf09e7031426666ad295a3e7b7477393ddacbb66134157c8f1860de6d4ef7,6,1,300,300,0,300.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,1LdQxNyUgUE6Sgx2dv2AGcahr58SEQZeUq | 13rni4mYMuk51fqZgVL4TmPWKNuC2TubGK | 1DdWYancncvYA8EFSsgCwqeCmLo3ukt1kz | 182dR3js6KvaUgekTLa4SLbyTF98Em9JTo | 1395Z5RiQbogqZGnhGwNWXZoYnMPcXpPLJ | 1KxZdt4D6LVYWLeEuFouFxdjVkZ3QRTVYi
23757,2009-09-27 01:07:28.000000 UTC,11e5b0bbf5a4f567525721f45d89bd30a2888c829b333a4a50710148777200d3,16,1,800,800,0,800.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,13q7nsXxJWwjD34DP1LD9scqDidn36T5u6 | 1J9rVSdHFBAnNXB8U8Kt8U7L4C4XRFVs71 | 1Qo3G8dRLucKocdAoeQaU8451aGAMVE1W | 1PeQPRaN7DiJsVNrJRhCwcGuEYSrUrLquD | 17o72YbCRY5VJz3KHhENTt3532NgpwPLdi | 1EingmdxNxqGvAmJTSjP6LYtt1iFuAdq3p | 12ARSGbg7NH4578Tesd95pf8u98FBBEbxv | 1DLV2aq4eAoLwkEvy87pKkZGx9q1fSYia6 | 17fn3rv4WzH2YCB27CaMqrpXnLXMRu8tPp | 1MYogi9vWoGAaJEN5LQTLyu5FzAHwDioeV | 1FAAUJWWtmmopzj8cF7p1xQo7rYvhhev7t | 1BVXs9VYd7N2tFbmAak4Fg43H1me15rcTN | 1DTCikp86LRqKeToKApbn3hJQ3zwKFL3F | 1Kgg8MnxzsX7TJ8yEbW12v72tAWjzcEQ29 | 12ThhDpFQta77CqBkpagVf6v7PrsPzsUDh | 1HDtxxVgrTFQoup5EbkFUyeTdoMhtZYwZr
23937,2009-09-29 04:30:05.000000 UTC,311518ff986d423a6ea1d1f33fb5bcbbf52a45da078b4d359588bea7e0e8dc9c,13,1,650,650,0,650.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,1JjjB5puq3Nr1Dekj7LVcscLMJxHq9dk8y | 1QymqAgi92c2V9fFr8Bx3ieMofdKyXSkb | 13CsL5Yw9BkMSbyRoY3PVAkdUPSmgmhvYG | 1Lg9gBP37RWpZHHMb8b4putqNRZMi9R2tF | 1HtYjkc44osASkr85xTQ57Fun5THFGvrBt | 133TEEz1H7nnhZCioUoP4Lsj2UkvEE1ugw | 13ftSg14kQD982wTCTJbmvjdeH4WXTZcck | 145auTrg4GKUwGWkVPbMNSRTSMX17DXVK5 | 1DZK4ZQUZBrugk1A72czthTy5dQUhRcBFJ | 12yAtgsEq3H8DfTbg6TR2DXxetVDYFTYyP | 14VLp5AD4gwtnBU4Ku8bNz3cg8yQ9C6mGS | 1Be96CvPudbG9UFxTGDEc5SCr4yahNgS15 | 18TnRsHWnUeXVSQJHdP8xCX4jrGv9PiVT2
23980,2009-09-29 15:48:05.000000 UTC,d705df2ba5f32dff9ff275eb57865690656656cf67ef5b85a236df2cea353840,30,1,1500,1500,0,1500.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,19F7RJL44LzFGHVoPDN6sXUsoh9U5G4Uxn | 1JDwCXoex8vrnnSUp3mKkdaLvMCwp3ZnSs | 15mCP65DnjdUsTJoRhwDnXDQVdHZhGYEzW | 1N2gYAqvt6qNNeXPhe8fe1FMZVn1TSjShS | 1GTn4droBWqasTRwfH4U3txUaZ7ENoDr6m | 16HcBD5FbXPs5Vshm6SDNG9GQdbZeohURR | 17vXDfrxxdUPfnxvSJ8xE5r3hXWjtaPtUn | 17sneiABkaa3t8kWvZy1LZsNX8NFDDEKHc | 16kU3pNL9oWtwqKrAN5HR4Xbq26Rc5T7Nh | 1f9B1LKadU7gWddYP1ERRfuwuht9BUP39 | 1MkkV9oZtXinXZ7catrHjJKYsP6hyngnTh | 1AGTRtYQEHwcPf4YB12A7WyCHznoZhDyBx | 1KK4NykWBcVnRuQvnVyxTVAwQvGtzqecFS | 1CaowNfrYrQy4i2saYnR3tswaKHJAUNzUF | 1KbS7c5s5fnSCvnqkZY3LQVKYZ6gfRoHR7 | 1GoA9dSBascicL3WxvSahDiSCzNtskHJvD | 1XU94qZPWzHJCKZcEt9KRPBpP6fXHeP5o | 16q4rNFPwrnfrEQbdnejmdCTaB4P3Qxbf4 | 1NAv3orBYSGZzkbpcj63bkp41uh5Ghj3i2 | 12KW8rBZqfsa1skjoKLdoRBn2mKdDGrMcg | 12NLDbKU2H913a3KNk7MAsMdaxgYdoo4XQ | 1D3qvDknazdu4p99Asp2NFZuEUBd1ew1YD | 1JmRGd9Me2ccMvpmWe81RHYj929JXZGo3M | 14PZkMfT47jBn6CFD1ht2FyZe4N4XMYYPc | 1Mtq34bMLqz2fc8Qfb5uy22HzpHEwSxedc | 16zw6mtoMLY6hqRtXopwqR6QtqZJpK4YF3 | 144TM76z91Fdk7Le2L5zavAw55vEkNmTcu | 1DaJ1ApM1MRRSe9rYSeSYrAQUh28XAAZCB | 1E4FWujkx5t7xFWGQhS5yJR3FHYHwh5QzV | 1DweNjNDCUzJtTmLLneU9guyjr8CbCF9at
24215,2009-10-02 10:03:37.000000 UTC,8a1c5f21902e300850904dee0772fa7222216697c448edfc13a388a6a73472de,10,1,500,500,0,500.00000000,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52,1DmFw5F2YFGDbA68EKeTfkhYTdt8ruC6BY | 1Me6rtAG7fNMNYyNncYtut1swmk7UMZEDJ | 15hPRrMPrFQibXC3bZCn5s1qYMGFfAjNhS | 1E8bgQnvw283t7YTpmKVfNbzqs6ttWn7HY | 1G6Gcmax1iwp5gdV47sD6vGZDGPWcQXiQ6 | 1M5wdoQjs9jVvD2Kjof31R25LzF3H1L1tW | 1BHjhaZM5gwUhppuNmFWxiVvvLkct23Sy1 | 1PkTGCib4e6qSgfzhnuR487ajqeRA3D3MT | 1LtqzaULgzfp4zeNte7N7mp1FwQq7bXoZz | 1fndkxmN8hH8ti4jxU34D3Ajv2nSwCrS2
24434,2009-10-06 08:40:58.000000 UTC,c650a26f418e25ad7b12da3545483c8a6291e53667de6733e6ecb38f2d3e902b,4,1,200,200,0,200.00000000,1CBXL5tBSqJZyyCTWVkrLiQsKm4KULBfPA,1CUqy4mEvMxgFqR51ZBWpHjyKj7CPmVWTv | 1P5emgrFLxXdD5GNcACbsA1oMzyj3ykNgU | 1JpK9G3mTpbdLQMd27x5VHGNCeFaYtcANH | 1K5aEQs45kQ6oWQX8eTcPSC2eQfVH3Koxm
24434,2009-10-06 08:40:58.000000 UTC,c842f40c439d1b274378a8c19115620404578b4d318237b8506493dcde56db7d,11,1,700,700,0,700.00000000,1CBXL5tBSqJZyyCTWVkrLiQsKm4KULBfPA,1Kto4hDneKQmYQGkcHZEd3ss24YkWhiyCy | 1FAv5FSN1MikNAY3bi63cJDA3QXPo6sAxd | 1Bd3psXBp8FQSPLfQyWu6M4YjiNuoJFh82 | 1MM9wyriteGSCR2WMPZyBb4iTmWg3TaHYu | 15sUbXRtDgPup8mQ2KvGEeZTf7LCQUF4gY | 13ZhuZDkUMmJLRgpKcviE5EmyzqM73A4eS | 1G5heHpgvWwQWbzH6jKihU7DXCHgX7Dwtx | 1HuMa9KsGNTdftFwkKamYzj4VN93dzaM17 | 1LYFqJcxz7qA55LeN9NR8bC3QBdTQeCm1i | 1KNCxWvPmmwKPrr1kxV2hRn5cwLGaom8DF | 1CBXL5tBSqJZyyCTWVkrLiQsKm4KULBfPA
24835,2009-10-12 04:21:18.000000 UTC,7dff938918f07619abd38e4510890396b1cef4fbeca154fb7aafba8843295ea2,74,1,5050,5050,0,5050.00000000,1CBXL5tBSqJZyyCTWVkrLiQsKm4KULBfPA,1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52 | 1Q7yNN1RKtVoXaeB8CDx6EcEky3wAt4W9L | 1HwniAuta7Bn4KWwSTPmmXyLFkVMLvrLEB | 1HX2fqYaGWpv7uYy6QVdeLf5hTkoRYLYFE | 1PpmqR8qunboz9QzyC2nBpgVcoyReqJrUX | 13fph2Kqwqwp2zERQvDJqAJdNBJnRPDUiv | 1GMUJqYCB8c6jmFhiuXqpVGZQBYcnLGKmf | 12tpse6dnXNg5szrKGz7ptxuz3y4CBV8eD | 1P11nvGYvCDbeDrFUVTFZqhDBkk8HwdaBT | 1GGesAHn2iebijbDd5mw37m8D8nBxdXQ65 | 1M1F98rwU5wL49T23wZF9VVinykov7p8Dg | 1QJhtKhaLTW1D8iMRnXPsfbCaza4hg7Jtg | 1NAauy83Upy9yYv5zjcjk4hwPRJWnzvX52 | 1Mju3s92W9JcTStx7zhJM8nGeJkhUdkVcY | 1BWTff8tDHr4GvRqmBt7UbwosabLNfwnsH | 1dEG1s32HdAWdX8WUVX4KbwDqgt8UMndP | 17RHGjKcKZ5SLkg53eCctKkqnkSRJEHGSJ | 1NRzPz3QgcMR83XRiMdMwJjwTtVtMLAQxY | 1CEGGPniH5Jc2gh28nUfDEeRKiJe89eimL | 1CSjQPGgQGD2XZvLjgNnZxbMNjGhc4t8E4 | 15F3TcQWK9DAmUubHKA6MVrTSDmcozfsTs | 1FKX7SNYiRpufgyzEVGm9CX5CZQS6yqPN2 | 176EBjA3ejiDcPsko8pecPDMPRaFdYMB4d | 1BeMEBG1pwcof7uCaYhLco8EYebLg8joEh | 19ahxJDLqHNEdYvntiEN8Xhagn1tLkSxd2 | 1MzqfRN6ARyHrFuStvVvHSDe5D9fcXaKLF | 1GS7XWfor6sxG2uQWtLooEfBHaPphgzzsS | 1BqKuTbVXZmWjXxgu4kwy975o3yvij2NeW | 12ktSnXNtPWQhupaXp5B7XHqP6ToZy4YXj | 19FrnTdmhCbW1HMdMmcqTe27YHm7B1YMDB | 12QEUqVm4NBfrwZRT3kuHmuMdUtgmBuPY7 | 1NcFnr5GHrCvi5p79mNdUQqXCq3dP7LV2r | 1AuQUCtFC4BX5WxFG2w8Veej8KftUAwgqQ | 16WiLL4cAiniCvVkATpnUhQ5AK7VS1xrPC | 1Q2DBwPZcPsiUbK7qnRLnG4BczuDZqr7Vx | 1F9GfrycJh3ST7vTKbXsdsuGHj3JFrp4PD | 1JcQXNCoQAo3RrzoHS3B8hWCFcNLPqJ8Mg | 1953HLLw2nwqmSbV29hNcwqZpZ7vFLK2a4 | 1BeLeT75F1onUWHqUtecvxdmSeRExzTmCB | 1MNth6oB1eCkgFHhev9bmQPiamiM3RQRW6 | 1Edk18LgF83eyq93YX951s4J3Nhhs7UDyJ | 1JZ1Pbpjg45r6gC4eXzFeKx6ZT9cLL2DHf | 19KCvcCQyQ8ZMmR1jJK2wiGK5XvJF5KT7c | 1LnBwfVniXftjpM6pPPCYdVPjCuLtHcM4w | 1GH9ieW2Ftsk2fCFScKTsDhgFGx6kRss5U | 1CxEpVpkbKJELpLX3mL5s1D4Va3vQ7GDcw | 12HTy4mE8WY5gJNeDMzMM1SkmcmZPxTLM8 | 18Qb5Z83WMUbm6bmE9q8vwGeN7VY4YeyVf | 1Gd42t8p9M5qE6YN8hNtZhqTLm1x8KZBBb | 12ssuALySsEeC4z5fHTdThLiD87K529zpp | 1J9G1CG6XJHvTuXCpATDA2Si7hjKDbPWcN | 1E1iPcnZXa47UcDi2XSXrgbUHEACHuPhex | 1tCy2V1x1dMRc9SbGn8gycbHR6XoeHVUK | 1JXrKjZfUoMMVm1d2KESEn8uecNSiuphc6 | 18bRMxH2FrxUGizQiZZLhfNFbnn164pMqy | 1B9JgXDM5uS437E4eCLCLrHM2KACVZVQ4G | 13ETtmt2XeV3FaZsBWo3biTi9ZR8xYbMug | 1AXDBRMYt4v9kPaUzWadpKVzjGRCFY8XnV | 1DURDcDjZZ9DvtrCMUFthzEHenHie6cnRz | 1L5poWHaMciLjQKBi8nqY41StMut2hkL9D | 12L8ntwJe3ceKeYPJSYAiRqcYmmfQLgTeP | 1Ecy1M79Ei3qnDyzZZ7cQqBvVSGrroXnY9 | 1LtsMhp5WNyWLaiKBw99ShFWianyzWCymd | 1NmQ2owJuXZfk4ZUSTFGCPiwnrvFu37VhS | 1Nrf45kx59Qbdiyeq82Pg2HFtQot29kXen | 1MXx3XwrbdPSQGtp7rYyGHu3R7gsGR5hPb | 1Nq4rPAXpwgUM8DTfkUhrsUNbkqmsTHPVK | 1AVnzq4JcxJvrvimcW5s3q6c5i8qfj7xdf | 1BVSWJAwNrvbNRDtig9KhKQNcCkge3xVDY | 1FwgHxjtc2YRDPfXoULvgvJfzD18nnswX1 | 14BDmeTBZ9XWcafi2Vu8m9sgqr7sAHbzyM | 1GhkeBmuzgo5xaeE5gMNq9tgDsoj5DEgrR | 17NwBo3FaMguYf8CSgxbFt68uSgBn88buw | 1BZaizTriBhXybe5mGZiU6x5ohNysPaYVg
